-8000.000000,-187.403570
-7996.093750,-167.817419
-7992.187500,-161.106629
-7988.281250,-157.235902
-7984.375000,-154.747306
-7980.468750,-153.059974
-7976.562500,-151.550251
-7972.656250,-150.094573
-7968.750000,-148.817140
-7964.843750,-147.834356
-7960.937500,-147.036873
-7957.031250,-146.206921
-7953.125000,-145.385514
-7949.218750,-144.638136
-7945.312500,-144.047584
-7941.406250,-143.527173
-7937.500000,-142.946657
-7933.593750,-142.345114
-7929.687500,-141.843580
-7925.781250,-141.412363
-7921.875000,-141.008520
-7917.968750,-140.584049
-7914.062500,-140.119513
-7910.156250,-139.763731
-7906.250000,-139.440872
-7902.343750,-139.071135
-7898.437500,-138.720277
-7894.531250,-138.360069
-7890.625000,-138.064418
-7886.718750,-137.807634
-7882.812500,-137.507792
-7878.906250,-137.212547
-7875.000000,-136.912567
-7871.093750,-136.693396
-7867.187500,-136.455076
-7863.281250,-136.198176
-7859.375000,-135.910057
-7855.468750,-135.670125
-7851.562500,-135.480691
-7847.656250,-135.289143
-7843.750000,-135.049682
-7839.843750,-134.804451
-7835.937500,-134.625042
-7832.031250,-134.454418
-7828.125000,-134.249041
-7824.218750,-134.041170
-7820.312500,-133.837406
-7816.406250,-133.693719
-7812.500000,-133.535246
-7808.593750,-133.387287
-7804.687500,-133.171267
-7800.781250,-132.994827
-7796.875000,-132.829646
-7792.968750,-132.690844
-7789.062500,-132.565845
-7785.156250,-132.379560
-7781.250000,-132.202295
-7777.343750,-132.081832
-7773.437500,-131.967617
-7769.531250,-131.814030
-7765.625000,-131.659065
-7761.718750,-131.510103
-7757.812500,-131.415805
-7753.906250,-131.284086
-7750.000000,-131.130445
-7746.093750,-131.017866
-7742.187500,-130.895451
-7738.281250,-130.776155
-7734.375000,-130.673517
-7730.468750,-130.523251
-7726.562500,-130.427373
-7722.656250,-130.343188
-7718.750000,-130.183238
-7714.843750,-130.121859
-7710.937500,-129.997294
-7707.031250,-129.851127
-7703.125000,-129.790118
-7699.218750,-129.672623
-7695.312500,-129.588274
